timestamp,sala,estado,temperatura,humedad,co2,mensaje
2025-05-01T08:06:04,Sala_4,ERROR,25.2,53.5,1023,"Medición registrada: T=25.2°C, H=53.5%, CO2=1023ppm"
2025-05-01T08:04:25,Sala_5,INFO,18.5,42.8,487,"Medición registrada: T=18.5°C, H=42.8%, CO2=487ppm"
2025-05-01T08:04:30,Sala_1,INFO,20.5,39.2,387,"Medición registrada: T=20.5°C, H=39.2%, CO2=387ppm"
2025-05-01T08:06:25,Sala_2,WARNING,19.2,49.6,360,"Medición registrada: T=19.2°C, H=49.6%, CO2=360ppm"
2025-05-01T08:09:20,Sala_4,WARNING,22.2,68.6,704,"Medición registrada: T=22.2°C, H=68.6%, CO2=704ppm"
2025-05-01T08:09:30,Sala_2,INFO,25.1,57.0,763,"Medición registrada: T=25.1°C, H=57.0%, CO2=763ppm"
2025-05-01T08:04:50,Sala_2,ERROR,19.8,65.3,785,"Medición registrada: T=19.8°C, H=65.3%, CO2=785ppm"
2025-05-01T08:06:53,Sala_2,ERROR,22.2,47.7,699,"Medición registrada: T=22.2°C, H=47.7%, CO2=699ppm"
2025-05-01T08:06:00,Sala_5,INFO,25.7,33.9,492,"Medición registrada: T=25.7°C, H=33.9%, CO2=492ppm"
2025-05-01T08:07:07,Sala_4,INFO,25.0,53.0,998,"Medición registrada: T=25.0°C, H=53.0%, CO2=998ppm"
2025-05-01T08:10:20,Sala_4,WARNING,19.4,40.1,634,"Medición registrada: T=19.4°C, H=40.1%, CO2=634ppm"
2025-05-01T08:05:15,Sala_2,INFO,22.7,33.4,1087,"Medición registrada: T=22.7°C, H=33.4%, CO2=1087ppm"
2025-05-01T08:07:28,Sala_2,WARNING,19.7,50.7,962,"Medición registrada: T=19.7°C, H=50.7%, CO2=962ppm"
2025-05-01T08:08:40,Sala_5,INFO,22.3,59.4,1168,"Medición registrada: T=22.3°C, H=59.4%, CO2=1168ppm"
2025-05-01T08:09:54,Sala_4,INFO,21.8,51.5,705,"Medición registrada: T=21.8°C, H=51.5%, CO2=705ppm"
2025-05-01T08:11:10,Sala_5,INFO,25.2,46.5,1144,"Medición registrada: T=25.2°C, H=46.5%, CO2=1144ppm"
2025-05-01T08:09:04,Sala_2,INFO,20.8,60.9,1003,"Medición registrada: T=20.8°C, H=60.9%, CO2=1003ppm"
2025-05-01T08:10:21,Sala_2,INFO,18.5,32.0,473,"Medición registrada: T=18.5°C, H=32.0%, CO2=473ppm"
2025-05-01T08:05:50,Sala_4,INFO,23.6,60.8,630,"Medición registrada: T=23.6°C, H=60.8%, CO2=630ppm"
2025-05-01T08:11:50,Sala_4,INFO,21.0,59.7,952,"Medición registrada: T=21.0°C, H=59.7%, CO2=952ppm"
2025-05-01T08:09:36,Sala_2,ERROR,22.0,54.3,447,"Medición registrada: T=22.0°C, H=54.3%, CO2=447ppm"
2025-05-01T08:10:57,Sala_1,INFO,22.2,69.8,1027,"Medición registrada: T=22.2°C, H=69.8%, CO2=1027ppm"
2025-05-01T08:12:20,Sala_2,INFO,22.2,62.8,457,"Medición registrada: T=22.2°C, H=62.8%, CO2=457ppm"
2025-05-01T08:10:00,Sala_1,INFO,21.7,66.8,972,"Medición registrada: T=21.7°C, H=66.8%, CO2=972ppm"
2025-05-01T08:07:36,Sala_3,ERROR,20.5,58.1,785,"Medición registrada: T=20.5°C, H=58.1%, CO2=785ppm"
2025-05-01T08:07:42,Sala_1,ERROR,19.8,38.1,1175,"Medición registrada: T=19.8°C, H=38.1%, CO2=1175ppm"
2025-05-01T08:10:24,Sala_4,INFO,20.0,36.7,1148,"Medición registrada: T=20.0°C, H=36.7%, CO2=1148ppm"
2025-05-01T08:09:13,Sala_4,WARNING,21.1,58.9,522,"Medición registrada: T=21.1°C, H=58.9%, CO2=522ppm"
2025-05-01T08:12:00,Sala_5,INFO,18.1,46.5,441,"Medición registrada: T=18.1°C, H=46.5%, CO2=441ppm"
2025-05-01T08:06:45,Sala_5,INFO,23.6,58.1,1019,"Medición registrada: T=23.6°C, H=58.1%, CO2=1019ppm"
2025-05-01T08:08:12,Sala_1,ERROR,24.6,61.4,674,"Medición registrada: T=24.6°C, H=61.4%, CO2=674ppm"
2025-05-01T08:09:41,Sala_2,INFO,23.2,66.3,1080,"Medición registrada: T=23.2°C, H=66.3%, CO2=1080ppm"
2025-05-01T08:11:12,Sala_2,WARNING,22.2,68.7,918,"Medición registrada: T=22.2°C, H=68.7%, CO2=918ppm"
2025-05-01T08:08:30,Sala_1,INFO,19.6,37.2,823,"Medición registrada: T=19.6°C, H=37.2%, CO2=823ppm"
2025-05-01T08:11:28,Sala_4,ERROR,25.3,38.5,693,"Medición registrada: T=25.3°C, H=38.5%, CO2=693ppm"
2025-05-01T08:11:36,Sala_3,INFO,21.5,65.3,449,"Medición registrada: T=21.5°C, H=65.3%, CO2=449ppm"
2025-05-01T08:13:12,Sala_2,WARNING,18.5,30.9,531,"Medición registrada: T=18.5°C, H=30.9%, CO2=531ppm"
2025-05-01T08:13:21,Sala_2,INFO,19.6,38.7,928,"Medición registrada: T=19.6°C, H=38.7%, CO2=928ppm"
2025-05-01T08:10:30,Sala_3,WARNING,21.8,35.4,857,"Medición registrada: T=21.8°C, H=35.4%, CO2=857ppm"
2025-05-01T08:07:35,Sala_5,WARNING,18.6,68.3,708,"Medición registrada: T=18.6°C, H=68.3%, CO2=708ppm"
2025-05-01T08:15:20,Sala_1,ERROR,25.6,49.7,536,"Medición registrada: T=25.6°C, H=49.7%, CO2=536ppm"
2025-05-01T08:13:57,Sala_3,INFO,19.4,37.8,641,"Medición registrada: T=19.4°C, H=37.8%, CO2=641ppm"
2025-05-01T08:15:40,Sala_4,INFO,25.4,67.1,960,"Medición registrada: T=25.4°C, H=67.1%, CO2=960ppm"
2025-05-01T08:09:30,Sala_1,WARNING,25.4,40.6,542,"Medición registrada: T=25.4°C, H=40.6%, CO2=542ppm"
2025-05-01T08:14:24,Sala_5,INFO,21.1,35.7,1150,"Medición registrada: T=21.1°C, H=35.7%, CO2=1150ppm"
2025-05-01T08:12:56,Sala_2,INFO,22.2,65.1,537,"Medición registrada: T=22.2°C, H=65.1%, CO2=537ppm"
2025-05-01T08:09:48,Sala_5,INFO,22.3,31.4,516,"Medición registrada: T=22.3°C, H=31.4%, CO2=516ppm"
2025-05-01T08:13:12,Sala_5,INFO,24.6,38.9,418,"Medición registrada: T=24.6°C, H=38.9%, CO2=418ppm"
2025-05-01T08:11:40,Sala_1,INFO,19.3,51.2,880,"Medición registrada: T=19.3°C, H=51.2%, CO2=880ppm"
2025-05-01T08:10:06,Sala_2,INFO,20.0,39.0,986,"Medición registrada: T=20.0°C, H=39.0%, CO2=986ppm"
2025-05-01T08:08:30,Sala_2,WARNING,18.5,61.7,900,"Medición registrada: T=18.5°C, H=61.7%, CO2=900ppm"
2025-05-01T08:13:44,Sala_4,WARNING,21.2,49.2,390,"Medición registrada: T=21.2°C, H=49.2%, CO2=390ppm"
2025-05-01T08:17:20,Sala_5,WARNING,25.6,68.0,1098,"Medición registrada: T=25.6°C, H=68.0%, CO2=1098ppm"
2025-05-01T08:15:45,Sala_2,INFO,21.0,36.2,366,"Medición registrada: T=21.0°C, H=36.2%, CO2=366ppm"
2025-05-01T08:12:22,Sala_1,INFO,18.6,50.2,1028,"Medición registrada: T=18.6°C, H=50.2%, CO2=1028ppm"
2025-05-01T08:14:16,Sala_1,INFO,19.1,44.9,430,"Medición registrada: T=19.1°C, H=44.9%, CO2=430ppm"
2025-05-01T08:10:48,Sala_2,INFO,20.4,50.4,1129,"Medición registrada: T=20.4°C, H=50.4%, CO2=1129ppm"
2025-05-01T08:09:05,Sala_3,INFO,24.5,68.3,926,"Medición registrada: T=24.5°C, H=68.3%, CO2=926ppm"
2025-05-01T08:09:10,Sala_1,INFO,24.6,42.4,543,"Medición registrada: T=24.6°C, H=42.4%, CO2=543ppm"
2025-05-01T08:16:39,Sala_1,INFO,23.3,50.5,695,"Medición registrada: T=23.3°C, H=50.5%, CO2=695ppm"
2025-05-01T08:13:04,Sala_3,INFO,24.5,34.9,1068,"Medición registrada: T=24.5°C, H=34.9%, CO2=1068ppm"
2025-05-01T08:16:57,Sala_1,INFO,24.8,37.5,986,"Medición registrada: T=24.8°C, H=37.5%, CO2=986ppm"
2025-05-01T08:19:00,Sala_5,INFO,18.7,33.7,619,"Medición registrada: T=18.7°C, H=33.7%, CO2=619ppm"
2025-05-01T08:19:10,Sala_3,WARNING,22.8,39.7,536,"Medición registrada: T=22.8°C, H=39.7%, CO2=536ppm"
2025-05-01T08:13:32,Sala_3,INFO,24.4,39.0,500,"Medición registrada: T=24.4°C, H=39.0%, CO2=500ppm"
2025-05-01T08:17:33,Sala_2,INFO,18.4,46.2,1172,"Medición registrada: T=18.4°C, H=46.2%, CO2=1172ppm"
2025-05-01T08:19:40,Sala_4,INFO,23.5,40.5,1081,"Medición registrada: T=23.5°C, H=40.5%, CO2=1081ppm"
2025-05-01T08:19:50,Sala_1,WARNING,21.5,49.8,410,"Medición registrada: T=21.5°C, H=49.8%, CO2=410ppm"
2025-05-01T08:20:00,Sala_5,INFO,18.1,64.2,831,"Medición registrada: T=18.1°C, H=64.2%, CO2=831ppm"
2025-05-01T08:16:08,Sala_2,INFO,20.6,52.4,467,"Medición registrada: T=20.6°C, H=52.4%, CO2=467ppm"
2025-05-01T08:14:14,Sala_4,INFO,18.9,34.6,494,"Medición registrada: T=18.9°C, H=34.6%, CO2=494ppm"
2025-05-01T08:20:30,Sala_4,ERROR,20.4,55.7,1165,"Medición registrada: T=20.4°C, H=55.7%, CO2=1165ppm"
2025-05-01T08:18:36,Sala_5,WARNING,25.3,53.0,718,"Medición registrada: T=25.3°C, H=53.0%, CO2=718ppm"
2025-05-01T08:14:35,Sala_5,INFO,25.7,30.4,973,"Medición registrada: T=25.7°C, H=30.4%, CO2=973ppm"
2025-05-01T08:10:30,Sala_1,INFO,18.6,48.9,878,"Medición registrada: T=18.6°C, H=48.9%, CO2=878ppm"
2025-05-01T08:16:56,Sala_5,INFO,19.9,51.0,683,"Medición registrada: T=19.9°C, H=51.0%, CO2=683ppm"
2025-05-01T08:21:20,Sala_3,ERROR,20.6,63.6,666,"Medición registrada: T=20.6°C, H=63.6%, CO2=666ppm"
2025-05-01T08:21:30,Sala_5,INFO,24.6,31.1,1131,"Medición registrada: T=24.6°C, H=31.1%, CO2=1131ppm"
2025-05-01T08:19:30,Sala_5,ERROR,19.7,65.7,786,"Medición registrada: T=19.7°C, H=65.7%, CO2=786ppm"
2025-05-01T08:15:17,Sala_1,WARNING,24.4,57.5,1002,"Medición registrada: T=24.4°C, H=57.5%, CO2=1002ppm"
2025-05-01T08:19:48,Sala_1,INFO,25.7,66.1,976,"Medición registrada: T=25.7°C, H=66.1%, CO2=976ppm"
2025-05-01T08:22:10,Sala_1,WARNING,21.1,62.8,453,"Medición registrada: T=21.1°C, H=62.8%, CO2=453ppm"
2025-05-01T08:13:24,Sala_3,INFO,22.9,48.0,477,"Medición registrada: T=22.9°C, H=48.0%, CO2=477ppm"
2025-05-01T08:15:45,Sala_1,INFO,18.9,41.6,626,"Medición registrada: T=18.9°C, H=41.6%, CO2=626ppm"
2025-05-01T08:20:24,Sala_2,INFO,22.8,30.6,531,"Medición registrada: T=22.8°C, H=30.6%, CO2=531ppm"
2025-05-01T08:18:16,Sala_5,WARNING,18.5,41.9,1162,"Medición registrada: T=18.5°C, H=41.9%, CO2=1162ppm"
2025-05-01T08:11:30,Sala_3,INFO,20.1,31.5,1153,"Medición registrada: T=20.1°C, H=31.5%, CO2=1153ppm"
2025-05-01T08:23:10,Sala_5,INFO,22.7,67.4,648,"Medición registrada: T=22.7°C, H=67.4%, CO2=648ppm"
2025-05-01T08:11:40,Sala_2,INFO,23.9,61.0,761,"Medición registrada: T=23.9°C, H=61.0%, CO2=761ppm"
2025-05-01T08:11:45,Sala_5,INFO,21.8,36.7,590,"Medición registrada: T=21.8°C, H=36.7%, CO2=590ppm"
2025-05-01T08:21:18,Sala_3,WARNING,22.1,63.5,1090,"Medición registrada: T=22.1°C, H=63.5%, CO2=1090ppm"
2025-05-01T08:23:50,Sala_3,WARNING,22.2,61.4,1185,"Medición registrada: T=22.2°C, H=61.4%, CO2=1185ppm"
2025-05-01T08:16:48,Sala_2,ERROR,18.1,48.3,579,"Medición registrada: T=18.1°C, H=48.3%, CO2=579ppm"
2025-05-01T08:21:45,Sala_1,ERROR,19.2,48.7,536,"Medición registrada: T=19.2°C, H=48.7%, CO2=536ppm"
2025-05-01T08:19:28,Sala_2,INFO,18.7,65.5,361,"Medición registrada: T=18.7°C, H=65.5%, CO2=361ppm"
2025-05-01T08:19:36,Sala_4,INFO,22.4,46.2,789,"Medición registrada: T=22.4°C, H=46.2%, CO2=789ppm"
2025-05-01T08:19:44,Sala_3,WARNING,18.8,33.6,768,"Medición registrada: T=18.8°C, H=33.6%, CO2=768ppm"
2025-05-01T08:17:23,Sala_4,WARNING,22.9,48.5,974,"Medición registrada: T=22.9°C, H=48.5%, CO2=974ppm"
2025-05-01T08:25:00,Sala_2,INFO,20.8,32.3,705,"Medición registrada: T=20.8°C, H=32.3%, CO2=705ppm"
2025-05-01T08:22:39,Sala_1,INFO,21.5,32.1,701,"Medición registrada: T=21.5°C, H=32.1%, CO2=701ppm"
2025-05-01T08:12:40,Sala_1,WARNING,25.9,47.4,915,"Medición registrada: T=25.9°C, H=47.4%, CO2=915ppm"
2025-05-01T08:22:57,Sala_4,ERROR,19.6,54.9,1158,"Medición registrada: T=19.6°C, H=54.9%, CO2=1158ppm"
2025-05-01T08:25:40,Sala_3,INFO,23.5,33.0,854,"Medición registrada: T=23.5°C, H=33.0%, CO2=854ppm"
2025-05-01T08:25:50,Sala_1,WARNING,20.2,50.2,1022,"Medición registrada: T=20.2°C, H=50.2%, CO2=1022ppm"
2025-05-01T08:26:00,Sala_1,INFO,22.7,44.4,899,"Medición registrada: T=22.7°C, H=44.4%, CO2=899ppm"
2025-05-01T08:13:05,Sala_5,INFO,20.9,60.6,1045,"Medición registrada: T=20.9°C, H=60.6%, CO2=1045ppm"
2025-05-01T08:26:20,Sala_5,INFO,25.9,62.4,1104,"Medición registrada: T=25.9°C, H=62.4%, CO2=1104ppm"
2025-05-01T08:15:54,Sala_4,INFO,20.9,66.6,1082,"Medición registrada: T=20.9°C, H=66.6%, CO2=1082ppm"
2025-05-01T08:21:20,Sala_2,INFO,24.4,44.3,792,"Medición registrada: T=24.4°C, H=44.3%, CO2=792ppm"
2025-05-01T08:18:47,Sala_2,INFO,19.6,41.9,1169,"Medición registrada: T=19.6°C, H=41.9%, CO2=1169ppm"
2025-05-01T08:16:12,Sala_3,INFO,25.4,42.5,991,"Medición registrada: T=25.4°C, H=42.5%, CO2=991ppm"
2025-05-01T08:21:44,Sala_5,INFO,19.0,60.3,877,"Medición registrada: T=19.0°C, H=60.3%, CO2=877ppm"
2025-05-01T08:24:36,Sala_2,INFO,18.8,59.9,616,"Medición registrada: T=18.8°C, H=59.9%, CO2=616ppm"
2025-05-01T08:22:00,Sala_3,INFO,20.0,48.3,695,"Medición registrada: T=20.0°C, H=48.3%, CO2=695ppm"
2025-05-01T08:19:22,Sala_4,INFO,20.0,40.4,947,"Medición registrada: T=20.0°C, H=40.4%, CO2=947ppm"
2025-05-01T08:16:42,Sala_2,INFO,19.0,68.3,858,"Medición registrada: T=19.0°C, H=68.3%, CO2=858ppm"
2025-05-01T08:19:36,Sala_3,INFO,19.4,67.7,1147,"Medición registrada: T=19.4°C, H=67.7%, CO2=1147ppm"
2025-05-01T08:22:32,Sala_2,WARNING,24.0,39.4,1109,"Medición registrada: T=24.0°C, H=39.4%, CO2=1109ppm"
2025-05-01T08:22:40,Sala_5,INFO,19.9,44.2,974,"Medición registrada: T=19.9°C, H=44.2%, CO2=974ppm"
2025-05-01T08:19:57,Sala_5,INFO,22.4,67.1,369,"Medición registrada: T=22.4°C, H=67.1%, CO2=369ppm"
2025-05-01T08:14:20,Sala_3,INFO,21.1,62.6,1039,"Medición registrada: T=21.1°C, H=62.6%, CO2=1039ppm"
2025-05-01T08:28:50,Sala_4,INFO,25.2,41.0,529,"Medición registrada: T=25.2°C, H=41.0%, CO2=529ppm"
2025-05-01T08:14:30,Sala_3,WARNING,24.7,58.6,808,"Medición registrada: T=24.7°C, H=58.6%, CO2=808ppm"
2025-05-01T08:26:15,Sala_2,INFO,23.5,58.1,1012,"Medición registrada: T=23.5°C, H=58.1%, CO2=1012ppm"
2025-05-01T08:23:28,Sala_2,ERROR,20.9,49.0,946,"Medición registrada: T=20.9°C, H=49.0%, CO2=946ppm"
2025-05-01T08:20:39,Sala_3,INFO,20.0,69.9,749,"Medición registrada: T=20.0°C, H=69.9%, CO2=749ppm"
2025-05-01T08:23:44,Sala_4,INFO,23.3,62.1,460,"Medición registrada: T=23.3°C, H=62.1%, CO2=460ppm"
2025-05-01T08:26:51,Sala_5,WARNING,25.9,38.1,1122,"Medición registrada: T=25.9°C, H=38.1%, CO2=1122ppm"
2025-05-01T08:15:00,Sala_5,INFO,19.8,69.0,891,"Medición registrada: T=19.8°C, H=69.0%, CO2=891ppm"
2025-05-01T08:21:07,Sala_2,INFO,23.9,37.5,687,"Medición registrada: T=23.9°C, H=37.5%, CO2=687ppm"
2025-05-01T08:18:12,Sala_5,WARNING,19.5,50.8,1177,"Medición registrada: T=19.5°C, H=50.8%, CO2=1177ppm"
2025-05-01T08:24:24,Sala_5,INFO,23.0,69.1,560,"Medición registrada: T=23.0°C, H=69.1%, CO2=560ppm"
2025-05-01T08:24:32,Sala_1,INFO,23.2,32.2,942,"Medición registrada: T=23.2°C, H=32.2%, CO2=942ppm"
2025-05-01T08:21:35,Sala_3,INFO,26.0,45.1,494,"Medición registrada: T=26.0°C, H=45.1%, CO2=494ppm"
2025-05-01T08:21:42,Sala_1,INFO,24.8,38.8,796,"Medición registrada: T=24.8°C, H=38.8%, CO2=796ppm"
2025-05-01T08:31:10,Sala_5,WARNING,20.7,41.7,738,"Medición registrada: T=20.7°C, H=41.7%, CO2=738ppm"
2025-05-01T08:21:56,Sala_2,INFO,24.6,32.7,701,"Medición registrada: T=24.6°C, H=32.7%, CO2=701ppm"
2025-05-01T08:25:12,Sala_1,INFO,25.3,37.7,885,"Medición registrada: T=25.3°C, H=37.7%, CO2=885ppm"
2025-05-01T08:22:10,Sala_3,WARNING,18.5,40.1,489,"Medición registrada: T=18.5°C, H=40.1%, CO2=489ppm"
2025-05-01T08:25:28,Sala_5,INFO,22.5,67.7,704,"Medición registrada: T=22.5°C, H=67.7%, CO2=704ppm"
2025-05-01T08:28:48,Sala_3,INFO,19.3,42.6,1150,"Medición registrada: T=19.3°C, H=42.6%, CO2=1150ppm"
2025-05-01T08:16:05,Sala_1,ERROR,18.7,35.7,1104,"Medición registrada: T=18.7°C, H=35.7%, CO2=1104ppm"
2025-05-01T08:25:52,Sala_5,WARNING,25.7,45.5,635,"Medición registrada: T=25.7°C, H=45.5%, CO2=635ppm"
2025-05-01T08:26:00,Sala_1,ERROR,23.1,67.5,354,"Medición registrada: T=23.1°C, H=67.5%, CO2=354ppm"
2025-05-01T08:32:40,Sala_3,INFO,19.1,58.2,887,"Medición registrada: T=19.1°C, H=58.2%, CO2=887ppm"
2025-05-01T08:16:25,Sala_4,INFO,21.8,35.7,645,"Medición registrada: T=21.8°C, H=35.7%, CO2=645ppm"
2025-05-01T08:23:06,Sala_2,WARNING,21.7,44.2,1098,"Medición registrada: T=21.7°C, H=44.2%, CO2=1098ppm"
2025-05-01T08:29:51,Sala_3,INFO,18.3,44.5,807,"Medición registrada: T=18.3°C, H=44.5%, CO2=807ppm"
2025-05-01T08:30:00,Sala_3,WARNING,25.6,55.1,591,"Medición registrada: T=25.6°C, H=55.1%, CO2=591ppm"
2025-05-01T08:16:45,Sala_2,INFO,25.0,37.0,360,"Medición registrada: T=25.0°C, H=37.0%, CO2=360ppm"
2025-05-01T08:20:12,Sala_3,ERROR,22.3,68.7,437,"Medición registrada: T=22.3°C, H=68.7%, CO2=437ppm"
2025-05-01T08:16:55,Sala_2,INFO,19.6,44.4,525,"Medición registrada: T=19.6°C, H=44.4%, CO2=525ppm"
2025-05-01T08:30:36,Sala_3,INFO,23.1,37.5,786,"Medición registrada: T=23.1°C, H=37.5%, CO2=786ppm"
2025-05-01T08:34:10,Sala_2,INFO,19.1,39.8,975,"Medición registrada: T=19.1°C, H=39.8%, CO2=975ppm"
2025-05-01T08:27:28,Sala_5,INFO,21.3,36.7,685,"Medición registrada: T=21.3°C, H=36.7%, CO2=685ppm"
2025-05-01T08:17:15,Sala_5,WARNING,25.5,61.9,1029,"Medición registrada: T=25.5°C, H=61.9%, CO2=1029ppm"
